Observation Date,Series Name,Observation Value
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Ireland,1.556165
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Ireland,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Ireland,-1.389411
31-Mar-22,25 Italy,3.674947
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Italy,3.6754
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Italy,3.6754
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Italy,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Italy,-0.000453
31-Mar-22,26 Japan,-0.88352
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Japan,-0.907636
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Japan,1.188718
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Japan,2.096354
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Japan,0.024116
31-Mar-22,27 Kenya,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Kenya,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Kenya,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Kenya,0
31-Mar-22,28 Korea (South),2.129125
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from S. Korea,2.129223
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from S. Korea,2.129223
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to S. Korea,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from S. Korea,-0.000098
31-Mar-22,29 Kuwait,2.427309
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Kuwait,2.632125
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Kuwait,2.815437
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Kuwait,0.183312
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.204816
31-Mar-22,30 Lebanon,0.252605
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Lebanon,0.252605
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Lebanon,0.252605
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
31-Mar-22,31 Liberia,0.02692
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Liberia,0.02692
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Liberia,0.02692
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Liberia,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Liberia,0
31-Mar-22,32 Libya,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Libya,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Libya,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Libya,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Libya,0
31-Mar-22,33 Luxembourg,-8.409326
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Luxembourg,-0.336869
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.336869
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-8.072457
31-Mar-22,34 Malaysia,2.635383
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Malaysia,2.635692
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Malaysia,2.635692
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Malaysia,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Malaysia,-0.000309
31-Mar-22,35 Malta,3.811886
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Malta,3.811886
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Malta,3.811886
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Malta,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Malta,0
31-Mar-22,36 Netherlands,-3.119677
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Netherland,-2.900181
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Netherland,14.341729
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Netherland,17.24191
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Netherland,-0.219496
31-Mar-22,37 New Zealand,-0.000012
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from New Zealand,-0.000012
31-Mar-22,38 Nigeria,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
31-Mar-22,39 Norway,-71.088663
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Norway,-71.087896
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Norway,0.003867
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Norway,71.091763
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Norway,-0.000767
31-Mar-22,40 Oman,0.173705
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Oman,0.174388
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Oman,0.174388
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Oman,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Oman,-0.000683
31-Mar-22,41 Panama,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Panama,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Panama,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Panama,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Panama,0
31-Mar-22,42 Philippinees,0.009764
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Philippine,0.01069
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Philippine,0.01069
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Philippine,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Philippine,-0.000926
31-Mar-22,43 Poland,-0.199047
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Poland,-0.198789
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Poland,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Poland,0.198789
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Poland,-0.000258
31-Mar-22,44 Portugal,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Portugal,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Portugal,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Portugal,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Portugal,0
31-Mar-22,45 Qatar,-0.034757
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Qatar,-0.01681
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Qatar,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Qatar,0.01681
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Qatar,-0.017947
31-Mar-22,46 Saudi Arabia,0.49902
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Saudi Arab,0.657463
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Saudi Arab,0.657463
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Saudi Arab,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Saudi Arab,-0.158443
31-Mar-22,47 Seychelles,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Seychelles,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Seychelles,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Seychelles,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Seychelles,0
31-Mar-22,48 Singapore,9.005402
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Singapore,7.020084
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Singapore,7.179059
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Singapore,0.158975
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Singapore,1.985318
31-Mar-22,49 South Africa,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from South Afr,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from South Afr,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to South Afr,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from South Afr,0
31-Mar-22,50 Sri Lanka,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Sri Lanka,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Sri Lanka,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Sri Lanka,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Sri Lanka,0
31-Mar-22,51 Sweden,0.091042
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Sweden,-0.164778
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Sweden,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Sweden,0.164778
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Sweden,0.25582
31-Mar-22,52 Switzerland,12.857539
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Switz,12.857618
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Switz,13.249702
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Switz,0.392084
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Switz,-0.000079
31-Mar-22,53 Thailand,-0.025445
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Thailand,-0.025416
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Thailand,0.025975
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Thailand,0.051391
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Thailand,-0.000029
31-Mar-22,54 Turkey,2.89
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Turkey,2.89
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Turkey,2.89
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Turkey,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Turkey,0
31-Mar-22,55 U.A.E,13.298396
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from U.A.E,12.269194
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from U.A.E,13.13867
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to U.A.E,0.869476
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from U.A.E,1.029202
31-Mar-22,56 United Kingdom,-14.219837
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from U.K,0.557498
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from U.K,5.840829
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to U.K,5.283331
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from U.K,-14.777335
31-Mar-22,57 United States,10.880588
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from U.S.A,10.928857
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from U.S.A,10.947546
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to U.S.A,0.018689
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from U.S.A,-0.048269
31-Mar-22,58 Others,10.1256311
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from others,11.3815681
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from others,17.8577027
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to others,6.4761374
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from others,-1.255937
28-Feb-22,1 Net Cash Flow on Foreign Investment in Pakistan during a month,30.3564537
28-Feb-22,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,90.759571
28-Feb-22,............i Foreign Direct Investment Inflows in PAK from World,153.18459
28-Feb-22,............ii Foreign Direct Investment outflows from PAK,62.425019
28-Feb-22,......II Net Foreign Portfolio Investment Received in PAK from World,-6.946264296
28-Feb-22,......III Net public Foreign Investment Received in PAK from World,-53.456853
28-Feb-22,2 Argentina,0
28-Feb-22,......I Foreign Direct Investment Net Received in PAK from Argentina,0
28-Feb-22,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
28-Feb-22,............ii Foreign Direct Investment outflows from PAK to Argentina,0
28-Feb-22,......II Foreign Portfolio Investment Net in PAK from Argentina,0
28-Feb-22,3 Australia,-0.280943
28-Feb-22,......I Foreign Direct Investment Net Received in PAK from Australia,-0.255377
28-Feb-22,............i Foreign Direct Investment inflows Received in PAK from Australia,0.425074
28-Feb-22,............ii Foreign Direct Investment outflows from PAK to Australia,0.680451
28-Feb-22,......II Foreign Portfolio Investment Net in PAK from Australia,-0.025566
28-Feb-22,4 Austria,0
28-Feb-22,......I Foreign Direct Investment Net Received in PAK from Austria,0
28-Feb-22,............i Foreign Direct Investment inflows Received in PAK from Austria,0
